date,AUTOMOTIVE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2014-03-07,7.0,4.0,2216.0,0.0,356.455,18.0,887.0,646.0,126.44129999999998,170.0,153.0,2979.0,14.0,4.0,28.0,3.0,0.0,177.0,12.0,9.0,0.0,144.0,1.0,645.4489,144.0,7.0,4.0,625.8696,78.587,2328.8140000000003,0.0,48.4798
2014-03-08,3.0,6.0,2087.0,0.0,318.457,9.0,626.0,740.0,109.34400000000001,178.0,133.978,2136.0,14.0,4.0,23.0,6.0,0.0,178.0,9.0,12.0,0.0,143.0,5.0,340.1189999999998,104.0,5.0,8.0,294.31000000000006,69.098,2337.7050000000013,0.0,17.458
2014-03-09,0.0,1.0,1084.0,0.0,166.70600000000002,5.0,326.0,399.0,52.931,70.0,73.0,1129.0,10.0,0.0,2.0,4.0,0.0,77.0,5.0,7.0,0.0,0.0,3.0,160.11200000000005,61.0,4.0,4.0,165.23700000000002,35.0,1223.4860000000006,0.0,16.783
2014-03-10,3.0,2.0,2085.0,0.0,316.803,13.0,767.0,681.0,110.834,163.0,86.0,2265.0,22.0,2.0,12.0,7.0,0.0,211.0,16.0,6.0,0.0,52.0,2.0,241.761,118.0,2.0,6.0,347.217,61.257,2351.5089999999996,0.0,33.012
2014-03-11,8.0,1.0,1905.0,0.0,295.98400000000004,15.0,789.0,677.0,93.84499999999998,172.0,82.0,2125.0,26.0,0.0,5.0,5.0,0.0,172.0,12.0,4.0,3.0,88.0,2.0,342.78799999999995,120.0,22.0,9.0,370.13099999999986,99.324,2122.3059999999996,0.0,29.607
2014-03-12,2.0,1.0,2268.0,0.0,442.966,6.0,1087.0,782.0,131.475,218.0,201.0,2717.0,46.0,3.0,33.0,2.0,0.0,166.0,11.0,11.0,1.0,60.0,5.0,384.95799999999986,106.0,11.0,4.0,459.5309999999999,102.39699999999999,4199.5834,0.0,55.628
2014-03-13,2.0,1.0,1732.0,0.0,354.049,18.0,648.0,617.0,98.023,143.0,111.0,1864.0,32.0,2.0,22.0,3.0,0.0,187.0,13.0,1.0,3.0,60.0,0.0,247.617,125.0,6.0,5.0,224.421,105.851,2018.6499999999996,0.0,43.019000000000005
2014-03-14,1.0,3.0,2036.0,0.0,320.578,21.0,631.0,623.0,119.13730000000001,157.0,199.0,1932.0,20.0,1.0,50.0,6.0,1.0,135.0,8.0,5.0,2.0,131.0,2.0,666.7563000000001,111.0,8.0,9.0,594.6749,97.666,2129.949,0.0,47.172799999999995
2014-03-15,9.0,3.0,1948.0,0.0,346.504,15.0,516.0,618.0,108.068,157.0,151.0,1928.0,12.0,2.0,37.0,3.0,0.0,143.0,19.0,6.0,3.0,134.0,2.0,220.43199999999996,103.0,1.0,9.0,318.28399999999993,68.42,2126.9539999999993,0.0,22.008
2014-03-16,1.0,1.0,1116.0,0.0,166.135,8.0,341.0,360.0,46.498999999999995,94.0,47.0,1295.0,12.0,1.0,2.0,4.0,1.0,92.0,6.0,16.0,0.0,0.0,0.0,114.81099999999998,51.0,0.0,3.0,164.38799999999998,75.988,1373.6629999999996,0.0,24.092
2014-03-17,6.0,4.0,2049.0,0.0,317.498,12.0,734.0,660.0,124.91699999999999,191.0,101.971,2029.0,31.0,2.0,2.0,6.0,1.0,161.0,16.0,11.0,6.0,56.0,1.0,590.2600000000001,102.0,7.0,7.0,412.57400000000007,66.0,2390.6289999999985,0.0,22.275
2014-03-18,1.0,1.0,2009.0,0.0,366.61,30.0,813.0,666.0,109.284,151.0,102.65,2295.0,11.0,3.0,16.0,12.0,0.0,168.0,17.0,10.0,6.0,80.0,1.0,336.01399999999995,99.0,7.0,5.0,295.79,79.545,2002.3700000000001,0.0,29.714
2014-03-19,2.0,1.0,2220.0,0.0,356.803,25.0,753.0,757.0,121.466,167.0,149.0,2412.0,33.0,4.0,33.0,8.0,0.0,157.0,17.0,14.0,9.0,72.0,0.0,248.07499999999996,116.0,7.0,7.0,380.025,90.649,3744.2084999999997,0.0,38.400000000000006
2014-03-20,1.0,2.0,1730.0,0.0,321.35900000000004,16.0,628.0,647.0,107.65499999999999,145.0,91.0,1854.0,32.0,0.0,5.0,3.0,1.0,123.0,27.0,7.0,11.0,62.0,0.0,236.024,83.0,8.0,4.0,270.854,84.878,2073.2670000000007,0.0,21.918
2014-03-21,1.0,2.0,2094.0,0.0,295.76,15.0,732.0,712.0,126.65820000000001,175.0,185.0,2218.0,28.0,2.0,7.0,2.0,2.0,142.0,16.0,24.0,1.0,126.0,0.0,635.6823,104.0,6.0,6.0,694.8736,90.584,2306.4069999999997,0.0,78.49799999999999
2014-03-22,4.0,2.0,2199.0,0.0,281.01300000000003,17.0,610.0,756.0,120.574,183.0,172.0,2289.0,22.0,3.0,24.0,14.0,0.0,172.0,28.0,6.0,6.0,144.0,4.0,277.8819999999999,119.0,6.0,8.0,317.0589999999999,72.057,2201.2040000000006,0.0,33.965
2014-03-23,0.0,1.0,929.0,0.0,126.803,0.0,257.0,324.0,58.555,97.0,60.0,916.0,8.0,0.0,7.0,3.0,0.0,77.0,7.0,6.0,1.0,0.0,0.0,105.283,52.0,2.0,5.0,180.279,46.536,1217.4269999999995,0.0,17.411
2014-03-24,6.0,4.0,2110.0,0.0,302.978,14.0,648.0,720.0,119.546,167.0,88.0,1991.0,19.0,3.0,6.0,5.0,0.0,155.0,26.0,9.0,3.0,50.0,1.0,255.12000000000006,104.0,3.0,4.0,299.3430000000001,76.488,1956.8460000000007,0.0,40.714999999999996
2014-03-25,3.0,2.0,2022.0,0.0,322.28499999999997,16.0,598.0,697.0,113.67099999999999,167.0,114.0,2085.0,53.0,5.0,3.0,11.0,1.0,154.0,17.0,11.0,7.0,56.0,1.0,259.132,126.0,5.0,11.0,363.837,82.873,2125.54,0.0,35.772999999999996
2014-03-26,3.0,2.0,2084.0,0.0,384.262,14.0,819.0,686.0,108.838,176.0,105.0,2317.0,25.0,2.0,17.0,5.0,0.0,150.0,20.0,10.0,9.0,74.0,1.0,350.65700000000004,126.0,5.0,18.0,416.304,93.923,3928.137900000001,0.0,46.194
2014-03-27,4.0,0.0,1686.0,0.0,295.895,24.0,679.0,546.0,87.206,123.0,98.93,1772.0,49.0,2.0,19.0,9.0,0.0,124.0,23.0,6.0,13.0,105.0,4.0,233.694,93.0,9.0,2.0,287.0299999999999,99.83,1930.7649999999999,0.0,31.388
2014-03-28,6.0,7.0,1942.0,0.0,356.087,26.0,689.0,671.0,110.5098,168.0,143.086,2068.0,14.0,3.0,46.0,0.0,0.0,135.0,12.0,7.0,8.0,131.0,1.0,575.7875,94.0,8.0,4.0,665.4576000000001,98.247,2224.9689999999996,0.0,63.286899999999996
2014-03-29,3.0,2.0,2492.0,0.0,273.31600000000003,15.0,571.0,752.0,121.143,188.0,141.0,2272.0,18.0,1.0,6.0,15.0,0.0,192.0,32.0,15.0,7.0,134.0,0.0,261.585,127.0,19.0,12.0,281.603,106.726,2166.3320000000003,0.0,33.615
2014-03-30,2.0,1.0,1059.0,0.0,132.691,5.0,249.0,309.0,51.520999999999994,92.0,63.718,978.0,13.0,1.0,3.0,5.0,0.0,74.0,15.0,3.0,6.0,0.0,0.0,102.40899999999996,57.0,4.0,6.0,129.38899999999998,49.033,1124.3450000000003,0.0,18.352
2014-03-31,2.0,4.0,2071.0,0.0,323.823,7.0,611.0,631.0,122.93900000000001,159.0,94.427,2272.0,22.0,2.0,18.0,8.0,0.0,182.0,40.0,14.0,2.0,76.0,2.0,279.40600000000006,157.0,4.0,1.0,307.74100000000004,58.079,2070.3240000000005,0.0,27.977
2014-04-01,10.0,3.0,1096.0,0.0,319.704,0.0,731.0,824.0,139.7,188.0,135.0,2471.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,9.0,68.0,0.0,321.57,160.0,0.0,0.0,385.823,80.187,0.0,0.0,36.417
2014-04-02,6.0,3.0,1340.0,0.0,389.193,0.0,842.0,780.0,135.757,198.0,130.38799999999998,2685.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,81.0,0.0,280.90099999999995,161.0,0.0,0.0,461.0160000000001,130.406,0.0,0.0,48.528
2014-04-03,4.0,3.0,940.0,0.0,314.91499999999996,0.0,578.0,547.0,111.72999999999999,105.0,127.0,1904.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,83.0,0.0,245.85300000000004,130.0,0.0,0.0,295.235,65.257,0.0,0.0,28.852
2014-04-04,4.0,3.0,1105.0,0.0,321.43,0.0,679.0,723.0,124.057,160.0,205.03199999999998,2855.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,163.0,0.0,626.9526999999999,145.0,0.0,0.0,619.1605999999998,91.5,3.0,0.0,68.8355
2014-04-05,4.0,0.0,1191.0,0.0,294.78700000000003,0.0,542.0,683.0,119.42000000000002,179.0,151.0,2251.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,186.0,0.0,388.137,135.0,0.0,0.0,299.99799999999993,93.17,28.0,0.0,25.169999999999998
2014-04-06,1.0,4.0,559.0,0.0,125.922,0.0,269.0,335.0,53.626,94.0,82.0,1125.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,147.02999999999997,80.0,0.0,0.0,155.97899999999996,53.159,4.0,0.0,23.414
2014-04-07,5.0,3.0,1209.0,0.0,315.581,0.0,716.0,662.0,142.58100000000002,184.0,91.0,2336.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,66.0,0.0,348.92799999999994,154.0,0.0,0.0,369.75399999999996,72.515,1.0,0.0,36.964999999999996
2014-04-08,2.0,4.0,892.0,0.0,236.88299999999998,0.0,582.0,610.0,96.07700000000001,138.0,93.0,1791.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,79.0,0.0,290.77000000000004,131.0,0.0,0.0,318.06700000000006,65.0,5.0,0.0,39.863
2014-04-09,0.0,1.0,1134.0,0.0,392.659,0.0,756.0,744.0,103.91399999999999,183.0,147.0,2449.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,100.0,0.0,316.827,150.0,0.0,0.0,406.13199999999995,109.365,1.0,0.0,36.292
2014-04-10,0.0,1.0,1035.0,0.0,335.321,0.0,634.0,610.0,92.62,132.0,101.0,1960.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,98.0,0.0,225.395,118.0,0.0,0.0,212.71900000000002,96.61,9.0,0.0,21.858
2014-04-11,1.0,2.0,1082.0,0.0,277.14300000000003,0.0,710.0,604.0,122.6049,145.0,167.23000000000002,1777.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,7.0,174.0,0.0,703.2031999999999,105.0,0.0,0.0,543.3988,114.041,4.0,0.0,33.3072
2014-04-12,3.0,0.0,1036.0,0.0,289.639,0.0,523.0,700.0,120.605,205.0,154.0,2032.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,123.0,0.0,238.476,176.0,0.0,0.0,334.12699999999995,111.961,1.0,0.0,35.876999999999995
2014-04-13,1.0,2.0,436.0,0.0,130.848,0.0,183.0,295.0,47.609,71.0,50.0,858.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,103.207,57.0,0.0,0.0,125.76700000000001,53.214,15.0,0.0,17.147
2014-04-14,6.0,0.0,1056.0,0.0,285.774,0.0,583.0,649.0,110.203,165.0,69.0,2009.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,68.0,0.0,202.50300000000001,128.0,0.0,0.0,303.872,70.0,0.0,0.0,26.951
2014-04-15,4.0,0.0,1038.0,0.0,302.235,0.0,611.0,674.0,88.275,152.0,79.0,2178.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,58.0,0.0,209.99700000000004,124.0,0.0,0.0,228.42000000000002,114.455,1.0,0.0,33.993
2014-04-16,1.0,3.0,1074.0,0.0,330.345,0.0,670.0,904.0,102.369,191.0,106.0,2619.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,77.0,0.0,259.68800000000005,164.0,0.0,0.0,245.909,167.298,0.0,0.0,28.191
2014-04-17,1.0,1.0,972.0,0.0,360.639,0.0,539.0,667.0,75.128,145.0,128.409,1853.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,121.0,0.0,203.935,102.0,0.0,0.0,202.46800000000002,165.411,4.0,0.0,22.892
2014-04-18,2.0,1.0,370.0,0.0,112.917,0.0,229.0,285.0,59.914,81.0,42.0,831.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,36.0,0.0,265.1252,38.0,0.0,0.0,494.8389999999999,106.366,2.0,0.0,18.0407
2014-04-19,0.0,3.0,800.0,0.0,194.428,0.0,336.0,515.0,65.17999999999999,114.0,132.0,1399.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,137.0,0.0,218.00499999999997,105.0,0.0,0.0,183.43800000000005,91.791,6.0,0.0,14.668
2014-04-20,0.0,2.0,406.0,0.0,117.173,0.0,218.0,224.0,42.403000000000006,63.0,39.0,973.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,103.85200000000003,46.0,0.0,0.0,119.40400000000002,46.275999999999996,18.0,0.0,5.8759999999999994
2014-04-21,2.0,1.0,1371.0,0.0,278.666,0.0,604.0,679.0,120.46000000000001,150.0,98.0,2057.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,79.0,0.0,255.41699999999997,124.0,0.0,0.0,266.942,70.514,1.0,0.0,16.181
2014-04-22,4.0,4.0,1079.0,0.0,240.363,0.0,574.0,624.0,89.546,131.0,86.703,1848.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,66.0,0.0,252.39399999999998,118.0,0.0,0.0,295.58799999999997,67.63,2.0,0.0,33.855999999999995
2014-04-23,1.0,2.0,1062.0,0.0,348.325,0.0,808.0,854.0,109.83399999999999,177.0,152.0,3733.0,47.0,1.0,0.0,0.0,3.0,0.0,0.0,16.0,20.0,81.0,0.0,340.875,140.0,0.0,0.0,395.59299999999996,106.115,1.0,0.0,26.017
2014-04-24,3.0,2.0,995.0,0.0,331.64099999999996,0.0,606.0,601.0,114.727,152.0,111.0,2031.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,4.0,78.0,0.0,257.2660000000001,117.0,0.0,0.0,264.53400000000005,88.986,2.0,0.0,20.933
2014-04-25,4.0,2.0,1190.0,0.0,339.975,0.0,644.0,591.0,133.4538,149.0,161.0,1967.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,47.0,156.0,0.0,752.9155999999998,107.0,0.0,0.0,686.7969999999997,115.289,5.0,0.0,46.0419
2014-04-26,2.0,2.0,1150.0,0.0,300.93,0.0,545.0,636.0,121.90800000000002,175.0,141.23399999999998,2196.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,128.0,0.0,380.473,117.0,0.0,0.0,306.588,129.404,1.0,0.0,22.968
2014-04-27,1.0,0.0,339.0,0.0,152.072,0.0,222.0,266.0,48.318,85.0,57.0,815.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,108.75900000000001,60.0,0.0,0.0,117.885,43.067,16.0,0.0,8.679
2014-04-28,1.0,6.0,995.0,0.0,261.197,0.0,560.0,607.0,116.11600000000001,163.0,121.0,2081.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,78.0,0.0,230.50699999999998,137.0,0.0,0.0,282.82,76.832,3.0,0.0,21.332
2014-04-29,2.0,4.0,872.0,0.0,322.908,0.0,762.0,649.0,131.363,157.0,77.0,1960.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,81.0,0.0,305.591,129.0,0.0,0.0,275.97600000000006,61.0,8.0,0.0,29.494
2014-04-30,1.0,2.0,1202.0,0.0,372.251,0.0,786.0,827.0,141.431,178.0,170.0,2515.0,34.0,1.0,0.0,0.0,2.0,0.0,0.0,15.0,8.0,138.0,0.0,368.70200000000006,142.0,0.0,0.0,331.84899999999993,136.596,6.0,0.0,32.196
2014-05-01,0.0,0.0,348.0,0.0,186.132,0.0,356.0,240.0,48.148,59.0,45.0,831.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,39.0,0.0,156.72699999999998,54.0,0.0,0.0,148.424,22.0,4.0,0.0,11.05
2014-05-02,5.0,1.0,1106.0,0.0,329.224,0.0,765.0,639.0,114.2316,188.0,162.0,2343.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,157.0,0.0,969.9055,136.0,0.0,0.0,738.9494,107.11,8.0,0.0,51.0164
2014-05-03,0.0,5.0,1172.0,0.0,303.601,0.0,642.0,712.0,169.548,204.0,140.0,2544.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,112.0,0.0,285.62799999999993,165.0,0.0,0.0,388.652,111.394,1.0,0.0,44.387
2014-05-04,0.0,0.0,491.0,0.0,175.213,0.0,231.0,327.0,59.089,64.0,41.0,915.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,106.91100000000003,94.0,0.0,0.0,117.62100000000001,28.983,4.0,0.0,15.039
2014-05-05,0.0,1.0,794.0,0.0,217.48000000000002,0.0,644.0,465.0,96.188,96.0,74.0,1634.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,35.0,0.0,196.28299999999996,103.0,0.0,0.0,348.11299999999994,112.43,3.0,0.0,22.214
2014-05-06,0.0,4.0,1046.0,0.0,259.444,0.0,835.0,638.0,134.608,159.0,107.0,3046.0,54.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,87.0,0.0,346.02799999999996,161.0,0.0,0.0,281.759,83.034,1.0,0.0,27.242
2014-05-07,3.0,2.0,1010.0,0.0,371.422,0.0,879.0,818.0,126.11,183.0,119.286,2553.0,33.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,10.0,98.0,0.0,505.5130000000001,164.0,0.0,0.0,393.0200000000001,45.193,24.0,0.0,36.0
2014-05-08,7.0,1.0,855.0,0.0,351.253,0.0,649.0,536.0,92.589,132.0,87.0,1926.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,51.0,0.0,319.89,119.0,0.0,0.0,258.319,98.404,0.0,0.0,25.23
2014-05-09,0.0,0.0,948.0,0.0,331.64300000000003,0.0,637.0,727.0,161.53130000000002,182.0,152.35,2282.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,157.0,0.0,908.5559,89.0,0.0,0.0,768.5368999999998,118.223,7.0,0.0,60.8293
2014-05-10,5.0,3.0,1178.0,0.0,290.545,0.0,646.0,855.0,113.17699999999999,201.0,176.878,2440.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,168.0,0.0,270.88100000000003,162.0,0.0,0.0,388.1300000000001,98.473,7.0,0.0,41.633
2014-05-11,1.0,0.0,442.0,0.0,120.576,0.0,136.0,309.0,28.909,60.0,64.0,904.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,77.49000000000001,43.0,0.0,0.0,112.318,42.138999999999996,18.0,0.0,9.985
2014-05-12,3.0,3.0,888.0,0.0,350.608,0.0,616.0,728.0,119.93500000000002,161.0,96.0,2185.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,38.0,0.0,272.389,132.0,0.0,0.0,301.735,74.36,2.0,0.0,14.788
2014-05-13,7.0,3.0,1122.0,0.0,329.466,0.0,766.0,606.0,139.69899999999998,163.0,45.0,2449.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,96.0,0.0,377.3629999999999,159.0,0.0,0.0,280.02200000000005,102.332,3.0,0.0,27.668
2014-05-14,0.0,0.0,1040.0,0.0,330.43899999999996,0.0,746.0,778.0,109.473,171.0,92.0,2316.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,65.0,0.0,298.22899999999987,121.0,0.0,0.0,323.526,87.176,1.0,0.0,28.149
2014-05-15,2.0,1.0,1016.0,0.0,311.68600000000004,0.0,568.0,661.0,90.26100000000001,139.0,77.0,1939.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,94.0,0.0,261.819,129.0,0.0,0.0,242.29400000000007,90.267,1.0,0.0,37.034000000000006
2014-05-16,0.0,2.0,1006.0,0.0,279.348,0.0,696.0,576.0,130.78289999999998,158.0,172.561,2182.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,124.0,0.0,995.0975999999997,114.0,0.0,0.0,710.3083999999997,98.425,3.0,0.0,41.5975
2014-05-17,2.0,1.0,1093.0,0.0,295.076,0.0,552.0,593.0,137.01600000000002,169.0,104.0,2098.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,150.0,0.0,272.70700000000005,165.0,0.0,0.0,300.855,99.788,9.0,0.0,20.117
2014-05-18,0.0,1.0,385.0,0.0,114.531,0.0,218.0,319.0,47.729,77.0,60.0,965.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,117.97,56.0,0.0,0.0,143.034,49.211,17.0,0.0,8.093
2014-05-19,0.0,4.0,1052.0,0.0,373.43899999999996,0.0,990.0,710.0,143.60000000000002,165.0,76.0,2328.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,58.0,0.0,245.79799999999997,137.0,0.0,0.0,359.19499999999994,83.932,1.0,0.0,29.881
2014-05-20,3.0,1.0,944.0,0.0,353.946,0.0,709.0,706.0,101.663,139.0,112.0,2376.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,56.0,0.0,479.051,132.0,0.0,0.0,318.5170000000001,83.076,0.0,0.0,23.032
2014-05-21,6.0,2.0,1052.0,0.0,308.724,0.0,731.0,834.0,139.214,151.0,132.277,2367.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,112.0,0.0,330.48699999999997,125.0,0.0,0.0,323.69399999999996,101.05,2.0,0.0,27.453000000000003
2014-05-22,4.0,0.0,813.0,0.0,340.462,0.0,615.0,559.0,119.76599999999999,121.0,116.0,2005.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,65.0,0.0,380.118,117.0,0.0,0.0,302.934,78.048,0.0,0.0,26.070999999999998
2014-05-23,4.0,0.0,961.0,0.0,242.946,0.0,623.0,561.0,136.8644,142.0,119.0,1858.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,139.0,0.0,666.7370999999999,95.0,0.0,0.0,631.5655000000002,69.639,5.0,0.0,44.806700000000006
2014-05-24,2.0,2.0,1119.0,0.0,307.397,0.0,464.0,572.0,99.405,175.0,146.0,1982.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,15.0,185.0,0.0,442.9350000000001,106.0,0.0,0.0,249.43300000000002,76.15899999999999,9.0,0.0,38.188
2014-05-25,1.0,2.0,496.0,0.0,116.211,0.0,206.0,274.0,38.253,76.0,43.0,765.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,112.61599999999997,45.0,0.0,0.0,137.115,53.209,10.0,0.0,8.218
2014-05-26,1.0,0.0,1085.0,0.0,371.18600000000004,0.0,627.0,684.0,110.94200000000001,171.0,71.0,2052.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,51.0,0.0,259.662,137.0,0.0,0.0,294.49100000000004,83.686,1.0,0.0,25.227
2014-05-27,3.0,1.0,795.0,0.0,258.206,0.0,561.0,574.0,84.424,119.0,88.0,1715.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,10.0,38.0,0.0,289.014,87.0,0.0,0.0,232.34500000000003,77.788,4.0,0.0,23.558
2014-05-28,0.0,1.0,1102.0,0.0,391.401,0.0,657.0,826.0,137.947,182.0,101.0,2506.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,4.0,80.0,0.0,332.7949999999999,152.0,0.0,0.0,285.48300000000006,107.481,6.0,0.0,20.811
2014-05-29,2.0,2.0,730.0,0.0,391.058,0.0,618.0,498.0,88.785,94.0,77.0,1896.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,55.0,0.0,266.247,103.0,0.0,0.0,249.10800000000003,75.776,2.0,0.0,29.03
2014-05-30,1.0,2.0,1046.0,0.0,356.877,0.0,732.0,650.0,136.3173,177.0,176.0,3068.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,13.0,157.0,0.0,591.9672999999999,125.0,0.0,0.0,794.2168000000004,117.043,3.0,0.0,45.8228
2014-05-31,1.0,2.0,1128.0,0.0,266.493,0.0,543.0,587.0,92.61599999999999,173.0,108.0,2030.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,189.0,0.0,241.39100000000002,160.0,0.0,0.0,332.313,109.786,4.0,0.0,26.027
2014-06-01,0.0,1.0,438.0,0.0,132.289,0.0,263.0,290.0,48.494,91.0,60.331,1033.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,127.635,75.0,0.0,0.0,154.68800000000002,37.186,18.0,0.0,15.096
2014-06-02,2.0,3.0,977.0,0.0,398.17,0.0,855.0,808.0,136.869,169.0,99.0,2584.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,65.0,0.0,307.45599999999996,185.0,0.0,0.0,391.372,62.0,0.0,0.0,28.988
2014-06-03,2.0,2.0,979.0,0.0,361.558,0.0,755.0,768.0,130.452,159.0,107.0,2323.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,69.0,0.0,352.80299999999994,135.0,0.0,0.0,310.0870000000001,89.791,0.0,0.0,28.722
2014-06-04,0.0,2.0,1071.0,0.0,385.603,0.0,986.0,800.0,144.53300000000002,174.0,133.0,2562.0,42.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,32.0,146.0,0.0,348.757,150.0,0.0,0.0,338.435,118.729,0.0,0.0,25.963
2014-06-05,0.0,4.0,851.0,0.0,350.164,0.0,782.0,522.0,92.33200000000001,135.0,115.0,2259.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,3.0,88.0,0.0,323.8059999999999,138.0,0.0,0.0,218.55400000000003,88.22,0.0,0.0,23.62
2014-06-06,0.0,1.0,1066.0,0.0,303.957,0.0,837.0,685.0,141.05720000000002,166.0,168.0,2478.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,162.0,0.0,779.6974999999999,104.0,0.0,0.0,735.1823999999999,100.435,2.0,0.0,41.849000000000004
2014-06-07,0.0,0.0,990.0,0.0,327.28,0.0,518.0,609.0,130.414,152.0,112.0,2055.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,122.0,0.0,356.17500000000007,155.0,0.0,0.0,296.12799999999993,113.46600000000001,1.0,0.0,20.484
